,Scientific,Synonym,English,Dutch,Spanish,French,German,Italian,Count English,Count Dutch,Count Spanish,Count French,Count German,Count Italian,Origin,Distribution,"Annual, biennial, or perennial",Flowers,Leaves,Fruits,Climate and weather,Pollination,Height,Type of soil,Moisture,Light,Growth rate,Spacing (close range),Spacing (wide range),Propagation,Insect pests,Diseases,Nematodes,Harvesting,Uses,Evergreen or Deciduous,Plant,Fruit development,Blooming period,genus,family,order,crop_categories,Count of Crop Categories,proverbs,recipies
461,['Pimpinella anisum'],[],"Anis,Anise,Aniseed","Anijs,Anijsplant","Anís,Anís verde,Matalauva","Anis,Anis cultivé,Anis musqué,Anis officinal,Anis vert",Anis,"Anice,Anice verde",3,2,3,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,Pimpinella,Apiaceae,Apiales,"Spices,Medicinal plants,Subtropical crops",3,,
462,['Pinus gerardiana'],[],Chilgoza pine,Chilgoza-den,,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus,Pinaceae,Pinales,,0,,
463,['Pinus koraiensis'],[],Korean pine,Koreaanse den,Pino de Corea,Pin blanc de Cor,Korea-Kiefer,,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus,Pinaceae,Pinales,"Edible seeds,Temperate crops",2,,
464,['Pinus pinea'],[],"Italian stone pine,Parasol pine,Stone pine,Umbrella pine",Parasolden,"Pino doncel,Pino manso,Pino piñonero","Pin d’Italie,Pin parasol,Pin pignon","Italienische Steinkiefer,Mittelmeer-Kiefer,Pinie,Schirm-Kiefer",Pino domestico,4,1,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus,Pinaceae,Pinales,"Edible seeds,Temperate crops",2,,
465,['Pinus sibirica'],[],Siberian pine,Siberische den,,Pin de Sib,Sibirische Zirbelkiefer,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus,Pinaceae,Pinales,Edible seeds,1,,
466,['Pinus sylvestris'],[],Scots pine,"Grove den,Pijnboom,Vliegden","Pino albar,Pino bermejo,Pino de Valsaín,Pino del Norte,Pino rojo,Pino serrano,Pino silvestre","Pin du Nord,Pin sylvestre","Forche,Gemeine Kiefer,Gewöhnliche Kiefer,Rotföhre,Wald-Kiefer,Waldkiefer,Weißkiefer",,1,3,7,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus,Pinaceae,Pinales,Timber,1,,
467,['Piper betle'],[],"Betel,Betel leaf","Betel,Betelpeper",Betel,Bétel,"Betel,Betelpfeffer,Other,Sirih",,2,2,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,Piper,Piperaceae,Piperales,"Medicinal plants,Stimulants,Tropical crops",3,,
468,['Piper chaba'],[],"Thai long pepper,Thai,Dee plee,Other,Choi,Chui,Chui jhal (Bangladesh)",,,,,,7,0,0,0,0,0,South and Southeast Asia,"South and Southeast Asia, including India, Bangladesh, Thailand, Malayasia, Indonesia, Singapore, Sri Lanka.",Perennial,,Shiny oval-shaped leaves are 5 to 8 cm long.,Fruits are orange-red when ripe and black when dried. They are used fresh or dried as a spice. Fruits are about 7 cm long.,Grows in tropical climate.,,The plant grows as a creeping vine over the ground or on trees and can be several meters long.,,,,,,,Propagate by rooted vine cuttings or by seed.,,,,,Fruits are used fresh or dried as a spice to flavor dishes.Roots and stem can be used to cook with meat and fish dishes to add a spicy and pungent flavor.Also used as traditional medicine.,,It is a creeper which often climbs up and clings to the stem of trees.,,,Piper,Piperaceae,Piperales,"Medicinal plants,Tropical crops,Spices",3,,
469,['Piper methysticum'],[],"Kava,Kava-Kava","Kava,Kava kava,Kawa,Kawa kawa","Kava,Kava kava,Kawa-kawa","Kava,Kava-kava,Kawa,Kawa-kawa","Kava,Kava-Kava,Rauschpfeffer","Kava,Kava-kava",2,4,3,4,3,2,The plant originates from the Western Pacific.,"Mainly in the western Pacific: Polynesia, Vanuatu, Melanesia, Micronesia, Solomin islands, and Australia.",It’s a perennial plant.,,,,It grows well in warm humid climate.,,It is a shrub which can reach a height of about 2 meters.,,,,,,,It is propagated from stem cuttings. It cannot reproduce sexually.,,,,The roots which can reach a depth of 60 cm are harvested when the plant is 18 months to 4 years of age.,"The roots of the plant are used and have to be prepared by chewing, grinding or pounding. The resulting product is then mixed with cold water to prepare a drink.",,,,,Piper,Piperaceae,Piperales,"Medicinal plants,Tropical crops",2,,
470,['Piper nigrum'],[],"Black pepper,Green pepper,Orange pepper,Red pepper,White pepper","Groene peper,Peper,Witte peper,Zwarte peper","Pimienta blanca,Pimienta negra,Pimienta verde","Poivre blanc,Poivre noir,Poivre vert,Poivrier,Poivrier noir","Echte Pfeffer,Grüne Pfeffer,Pfeffer,Pfefferstrauch,Schwarze Pfeffer,Weiße Pfeffer","Pepe bianco,Pepe nero,Pepe verde",5,4,3,5,6,3,Black pepper originates from south India.,"Important producers of black pepper are Vietnam, India, Brazil, Indonesia, Malaysia, Sri Lanka, China and Thailand.",Perennial,,The alternate leaves are 5 to 10 cm long and 3 to 6 cm wide.,The black pepper fruit is a drupe and contains one single seed. When fully mature the fruits have a dark red color. The dried fruit is called ‘peppercorn’.,Tropical climate,,"The black pepper vines when supported by trees, poles or trellises, can be 4 meters long.",,,,,,,Black pepper plants are propagated by cuttings.,,,,"Harvested by handpicking the fruits before they are fully ripe. Often, the harvest begins when one or two fruits at the base of the spikes begin to turn red.","Most black pepper is used dried and often sold grounded as a spice. Depending on the process it can be black , white, green or orange. Also the fresh red or green fruits can be used in cooking.",,"Black pepper is a woody vine which is  cultivated for its fruits, which can be used fresh or dried. Depending on how the fruits are processed they can be black, white, red, green or orange. The plant needs support from trees. When grown the plant is often supported by poles or trellises.",,,Piper,Piperaceae,Piperales,"Spices,Medicinal plants,Edible seeds,Tropical crops",4,"Heart with pepper, soul with garlic. (Russian)He who has plenty of pepper may season his food as he likes. (Latin proverb)It’s better to eat pepper and be happy than to eat honey and be sad. (African proverb)",
471,['Piper sarmentosum'],[],"Wild betel,Thai,Cha plu,ช้าพลู",,,,,,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Piper,Piperaceae,Piperales,"Herbs,Medicinal plants,Stimulants",3,,
472,['Pistacia vera'],[],"Pistachio,Pistachio nut","Echte pistache,Pimpernoot,Pistache","Alfóncigo,Alfónsigo,Pistacho",Pistachier vrai,"Echte Pistazie,Pistazie",Pistacchio,2,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Pistacia,Anacardiaceae,Sapindales,Nuts,1,,
473,['Pisum sativum'],[],"Field pea,Pea","Blauwschokker,Doperwt,Erwt,Gele erwt,Grauwe erwt,Kapucijnerwt,Kreukerwt,Schokker,Schokkererwt,Suikererwt,Vale erwt,Velderwt","Alverja,Chicaro,Guisantes",Pois,,Pisello,2,12,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Pisum,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Temperate crops,Legumes",5,,
474,['Pisum sativum  var. saccharatum'],[],Snow pea,"Peulen,Peultjes",,Mangetout,Kefe,,1,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pisum,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Temperate crops",4,,
475,['Plantago coronopus'],[],"Buck’s horn plantain,Erba stella,Minutina",Hertshoornweegbree,Hierba estrella,"Pied de corbeau,Plantain corne de boeuf,Plantain corne de cerf","Hirschhorn-Wegerich,Kapuzinerbart,Krähenfuß-Wegerich,Mönchsbart,Schlitz-Wegerich,Schlitzblatt-Wegerich,Ziegenbart",,3,1,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,Plantago,Plantaginaceae,Lamiales,"Vegetables,Leaf vegetables,Food crops,Temperate crops",4,,
476,['Plectranthus rotundifolius'],['Solenostemon rotundifolius'],"Chinese potato,Coleus potato,Country potato,Hausa potato,Madagascar potato,Native potato",,Patata de los Hausas,"Pomme de terre d’Afrique,Pomme de terre du Madagascar,Pomme de terre du Soudan",Hausakartoffel,,6,0,1,3,1,0,Probably originates from Africa.,"Various tropical countries in Africa and Asia. Kenya, Zambia, Zimbabwe, Madagascar, Mauritius, India, Sri Lanka, Thailand, Indonesia, Malaysia.",,,,,,,,,,,,,,,,,,,,,,,,Plectranthus,Lamiaceae,Lamiales,"Food crops,Root vegetables,Tropical crops,Vegetables",4,,
477,['Pleurotus citrinopileatus'],[],Golden oyster mushroom,,,,"Limonen-Seitling,Zitronen-Seitling,Zitronengelber Seitling,Other,Tamogitake",,1,0,0,0,5,0,"The Golden oyster mushroom originates from eastern Russia, northern China and Japan.",Widely cultivated but very popular in China.,,,,,,,,,,,,,,"The mushrooms can be cultivated on a medium of grain, straw or sawdust. In the wild, spores are spread by a beetle.",,,,Handpicking the mushrooms.,"fresh mushrooms contain 30% protein. They are cooked in a variety of dishes, often grilled, steamed or pan-fried, or in stews or omelets.",,,,,Pleurotus,Pleurotaceae,Agaricales,"Food crops,Mushrooms",2,"He has sprung up like a mushroom. (Latin proverb) Watch out for the unexpected mushroom. (Sicilian Proverb) Without stooping down for the mushroom, you cannot put it in your basket. (Russian proverb) It’s better to eat a mushroom in freedom than to eat meat in slavery. (African proverb) A lucky man can stumble upon a treasure while an unlucky one can’t even find a mushroom. (Russian proverb)",
478,['Pleurotus eryngii'],[],"Boletus of the steppes,French horn mushroom,King brown mushroom,King oyster mushroom,King trumpet mushroom,Trumpet royale",Kruisdisteloesterzwam,Seta de cardo,"Argouane,Bérigoule,Girboulot,Pleurote du panicaut",Brauner Kräuter-Seitling,"Cardarello,Cardoncello",6,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,Pleurotus,Pleurotaceae,Agaricales,"Food crops,Mushrooms",2,,
479,['Pleurotus ostreatus'],[],"Grey oyster mushroom,Oyster mushroom,Tree oyster mushroom",Gewone oesterzwam,"Champiñón ostra,Gírgola",Pleurote en huître,Austernseitling,,3,1,2,1,1,0,?,Worldwide,,,,,,,,,,,,,,Commercially cultivated on straw and other media.,,,,Can be collected from the wild.,"The oyster mushroom is common in Japanese, Korean, Indian and Chinese recipes. It is often used in soups or stir-fried dishes.",,,,,Pleurotus,Pleurotaceae,Agaricales,"Mushrooms,Food crops",2,"Without stooping down for the mushroom, you cannot put it in your basket. (Russian proverb)He has sprung up like a mushroom. (Latin proverb)Watch out for the unexpected mushroom. (Sicilian Proverb)A lucky man can stumble upon a treasure while an unlucky one can’t even find a mushroom. (Russian proverb)It’s better to eat a mushroom in freedom than to eat meat in slavery. (African proverb)",
480,['Pleurotus pulmonarius'],[],"Indian oyster,Italian oyster,Lung oyster,Phoenix mushroom",,,,"Löffelförmiger Seitling,Lungen-Seitling,Sommeraustern-Seitling",,4,0,0,0,3,0,?,The Indian oyster is found worldwide in temperate and subtropical forests.,,,,,,,,,,,,,,,,,,,,,,,,Pleurotus,Pleurotaceae,Agaricales,"Food crops,Mushrooms",2," Without stooping down for the mushroom, you cannot put it in your basket. (Russian proverb) It’s better to eat a mushroom in freedom than to eat meat in slavery. (African proverb)He has sprung up like a mushroom. (Latin proverb) A lucky man can stumble upon a treasure while an unlucky one can’t even find a mushroom. (Russian proverb) Watch out for the unexpected mushroom. (Sicilian Proverb)",
481,['Porphyra spp.'],[],Laver,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Porphyra,Bangiaceae,Bangiales,Algae,1,,
482,['Portulaca oleracea'],['Portulaca sativa'],"Common purslane,Pigweed,Verdolaga",Postelein,Verdolaga,Pourpier,"Gemüse-Portulak,Portulak","Porcellana comune,Portulaca",3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,Portulaca,Portulacaceae,Caryophyllales,"Vegetables,Leaf vegetables,Food crops,Temperate crops",4,,
483,['Pouteria caimito'],"['Achras caimito', 'Lucuma caimito']","Abiu,Yellow star apple",Abiu,"Caimito,Caimito amarillo",,,Caimito,2,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Pouteria,Sapotaceae,Ericales,"Fruits,Food crops,Tropical crops",3,,
484,['Pouteria campechiana'],[],"Canistel,Egg-fruit,Yellow sapote",Canistel,Canistel,Fruit-œuf,,"Caniste,Thai,Tien Toh (?)",3,1,1,1,0,3,Central America,"Canistel grows in central and south america, but is now also found in south-east asia.",,,,"Fruits are usually 7-10 cm long, with a greenish color that changes to orange or yellow when ripe. They are round or oval and slightly pointed. Inside the fruit is a sweet flesh which looks like the yolk of boiled eggs.",Canistel requires a tropical or subtropical climate.,?,"Canistel trees are usually up to 8 or 10 meter tall, but sometimes can be much higher.",,,,,?,?,Canistel can be grown from seed. To reproduce a good variety grafting is recommended.,,,,Hand picking of the fruits when they are mature but still firm.,Remove the skin and seeds and eat the flesh fresh as a snack.,,,,,Pouteria,Sapotaceae,Ericales,"Fruits,Food crops,Tropical crops",3,,
485,['Pouteria sapota'],[],Mamey sapote,Mamey sapota,Mamey zapote,"Sapote,Sapote à crème,Sapote mamey","Große Sapote,Mamey sapote","Ciacalassa,Zapotone",1,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,Pouteria,Sapotaceae,Ericales,"Fruits,Food crops,Tropical crops",3,,
486,['Praecitrullus fistulosus'],[],"Apple gourd,Indian baby pumpkin,Indian round gourd,Tinda",,,Tinda,,,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Praecitrullus,Cucurbitaceae,Cucurbitales,"Vegetables,Fruit vegetables,Food crops,Tropical crops,Subtropical crops",5,,
487,['Prunus armeniaca'],[],Apricot,Abrikoos,"Albaricoque,Albaricoquero,Damasco","Abricot,Abricotier","Aprikose,Aprikosenbaum,Marille",Albicocco,1,1,3,2,3,1,China,"A lot of apricot is produced in southern Europe: Italy, France, Spain. Also some other countries around the Mediterranean and in Central Asea: Algeria, Marocco, Syria, Turkey, Iran, Pakistan. Apricot is also produced in Japan.",, ,"Apricot leaves are ovate (oval shape), about 5 to 9 cm long and 4 to 8 cm wide. They have a pointed tip and a finely serrated margin.","Apricot fruits look like a small peach. The diameter is 1.5 to 2.5 centimeters. Color is yellow to bright orange, sometimes reddish. The surface of the fruit is usually covered with soft downy hairs. There is one single seed (stone).","Apricot likes a continental climate with cold winters. It also grows in Mediterranean climates, but only if winter is cool enough to get a good dormancy.",Bees and bumble bees can help in pollination.,Apricot trees can be 8 to 12 meters tall.,,,,,?,?,Grafting. Sometimes apricot cultivars grafted on rootstocks of plum or peach. Grafting with multiple cultivars can promote cross pollination., , ,,Hand picking the ripe fruits.,"Fruits are eaten fresh as a snack or dessert fruit but are also dried. Fruits are used in cakes, vlaai, fruit pies, etc.",,, ,,Prunus,Rosaceae,Rosales,"Fruits,Food crops,Subtropical crops",3,"The only thing better than this is an apricot in Damascus (Turkish expression, which means “it doesn’t get any better than this”)","Apricots vlaaiVlaai is a kind of pie made of sweet pastry and different types of fruit filling. It originates from the south of the Netherlands (Limburg province). A very famous type of vlaai is apricot vlaai.Ingredients (for 2 vlaaien): For the dough: 500 gram white wheat flour, 150 gram butter (margarine), yeast (about 25 g), warm milk (about 125 ml), some white soft sugarInstructions for the dough: Flour and small pieces of margarine in a bowl. Make a hole in the middle and put the yeast there. Some soft white sugar on the yeast. Part of the warm milk over the yeast. Start kneading from the middle. Slowly add more milk until you have a dough. It should not stick to the fingers. Place the dough in a warm place, covered with a cloth, and let it lift. Then take half of the dough. Knead it very shortly. Take a round oven plate (metal dish for making vlaai) and grease it with some margarine. Put the dough on the plate. Cover it with a cloth and let it lift again for a few minutes. Then press the dough flat covering the shape of the plate. Cover it with the apricots (should be cold, see below). Bake it in a preheated oven, about 15 minutes at high temperature.Instructions for the apricots: Use tins of apricots. Heat it with a bit of water. When almost boiling, thicken it with some potato starch. Let it boil very short. Then let it cool down before using it on the dough."
488,['Prunus avium'],['Cerasus avium'],"Cherry,Gean,Sweet cherry,Wild cherry","Kers,Zoete kers","Cereza,Cerezo",Cerise,"Kirsche,Süßkirsche,Vogel-Kirsche",Ciliegio,4,2,2,1,3,1,"Wild cherries grow in most of Europe, western Asia and parts of northern Africa. The cultivated cherry has its origin in Turkey, from where it spread to Europe.","Cherries can grow in most temperate climates. Highest production is in Turkey, USA, Italy, Itran, Russia, Syria and Spain.",,Cherry blossoms in spring. The white flowers have 5 petals and grow on a 2 to 5 cm long peduncle in  groups of 2 to 6 together.,Cherry leaves are 7 to 14 cm long and 4 to 7 cm wide. They have a serrated margin.,"Cherry fruits are drupes with a diameter of 1 to 2 cm. Depending on the variety, mature cherry fruits are bright red or dark purple, sometimes almost black.",Cherry trees grow in temperate climates.,Cherry flowers are hermaphroditic. They are pollinated by bees.,"Cheery trees can be quite large, often 10 to 20 meter high or even higher, but for commercial production shorter varieties are used.",?,?,?,?,,,Cheery trees grown from seeds do not produce good varieties. It is better to propagate cherry trees using hardwood cuttings taken during the fall or during the early spring season.,"Cherries have not so many insect pests but can be attacked by Borers, Black Cherry Aphids and some other insects. Cherries are frequently attacked by birds. Cherry trees are often covered in nets to keep the birds away.","Cherry diseases include: Black Knot, Silver Leaf, Cherry Leaf Spot, Powdery Mildew, Bacterial Canker and Brown Rot.",,Cherries are hand picked when they are ripe with a bright red color.,"Sweet cherries are usually eaten fresh as a snack or dessert. Canned cherries are used in cooking, usually in desserts or fruit cakes.",,,Cherries have a short growing season and are harvested in summer.,,Prunus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,"A cherry year, a merry year; a plum year, a dumb year.A dead cherry tree will not blossom.A woman and a cherry are painted for their own harm.Break open a cherry tree and there are no flowers, but the spring breeze brings forth myriad blossoms.Don’t expect a cherry tree from an acorn.He who eats cherries with gentlemen risks getting the pips in his nose.He who likes cherries soon learns to climb.In the cherry blossom’s shade, there’s no such thing as a stranger.Life is just a bowl of cherries.Money buys cherries.Neither give cherries to pigs nor advice to fools.One must ask children and birds how cherries and strawberries taste.The cherry blossom among flowers, the warrior among men.The olive grove of your grandfather, the cherry trees of your father, and your grape vines.Without wine, even beautiful cherry blossoms have small attraction.Ye have a ready mouth for a ripe cherry.You need plant only one cherry and one plum tree.If you were looking at where you would like your career to go, then you would have to cherry pick The Stones. People love coming to see them. They are it, they are the most definitive rock n roll band ever. (Andy Taylor)About the woodlands I will go, to see the cherry hung with snow. (A.E. Housman)If life is a bowl of cherries, then what am I doing in the pits? (Erma Bombeck)The man for me is the cherry on the pie. But I’m the pie and my pie is good all by itself. Even if I don’t have a cherry. (Halle Berry)I want to do to you what spring does with the cherry trees. (Pablo Neruda)","Cherry pickleIngredients: 10 cups sweet black cherries with stems and pits, 2 cups water, 1 cup cider vinegar, 1/2 cup brown sugar (firmly packed), 2 Tablespoons pickling saltInstructions: Wash the cherries and dry them. Put water, vinegar, brown sugar, and pickling salt in a large stockpot and bring to a boil. Simmer and stir until all the sugar is dissolved. Then pack the cherries in hot, sterilized canning jars. Pour syrup over the cherries, leaving about 1/8-inch headroom. Seal with hot, sterilized lids. Process 10 minutes in a boiling water bath. Now store the cherries 2 to 4 weeks before eating. Serve as condiment for meat, poultry, and wild game.Cherry JuiceIngredients: 1)  Cherry 100 grams 2)  Syrup 30 grams 3)  Boiled water 200 grams 4)  Salt 1 gram or 1/5 teaspoonInstructions to make the juice: Clean the cherries. Blend them in the blender with the boiled water 100 grams then pour through a sieve and keep juice in a glass.Pour the cherry from the sieve in another container then add another 100 grams of water then drain juice thru the sieve again. Mix both juice together, add salt and syrup as you like."
489,['Prunus cerasifera'],[],"Cherry plum,Myrobalan plum","Kerspruim,Kroos","Ciruelo de jardín,Ciruelo mirobolano,Ciruelo-cerezo","Myrobolan,Prunier myrobalan,Prunier-cerise","Kirschpflaume,Myrobalane","Amolo,Mirabolano,Rusticano",2,2,3,3,2,3, ,"Cherry plums are found in Europe, Asia and North America.",,"Flowers of the cherry plum appear very early in spring, often already in February. Flowers are white or pinkish-white with 5 petals and with a diameter of about 2 cm.",Cherry plum leaves are oval with a pointed tip and about 4 to 6 cm long.,"Fruits of the cherry plum resemble cherries or like small plums. They are round, with a diameter of 2 to 3 cm and the color is red or yellow. Each fruit contains one big seed.","Cherry plums grow in temperate regions of Europe, Asia and North America.",Flowers of cherry plum are hermaphodite. They are pollinated by bees.,Cherry plums are shrubs or small trees with an open crown. They can be 6 to 15 meters tall.,"Cherry plums like fertile, moist but well drained soils.",?,Cherry plums can be grown in the sun or light shade. Sunny conditions are good for fruit production., ,,,To maintain the quality of a good variety the cherry plum has to be propagated by vegetative methods such as layering or hardwood cuttings.,Sometimes Aphids or Scales can attack the cherry plum.,Diseases of cherry plum include leaf spot and canker.,,Ripe cherry plums are hand picked.,Cherry plums can be eaten fresh. Varieties with a more sour taste are often used to prepare jams.,,, ,,Prunus,Rosaceae,Rosales,"Fruits,Ornamental plants,Food crops,Temperate crops",4,"Nothing about the cherry plum, but here are a few about cherries and plums.",
490,['Prunus cerasus'],[],"Pie cherry,Sour cherry,Tart cherry","Morel,Zure kers","Cerezo ácido,Cerezo de Morello,Guindo","Cerisier aigre,Griottier","Sauer-Kirsche,Sauerkirsche,Weichsel,Weichselkirsche","Amarasco,Amareno,Visciolo,Other,Kriek",3,2,3,2,4,5,Sour cherries are native to part of Europe and south-west Asia.,"Highest production of sour cherries is in Turkey, Poland, Russia, USA, Iran and Serbia",,"White flowers, often 2 or 4 together.", ,Round red fruits with a diamter of 15 to 20 mm.,Sour cherries grow in temperate climates in Europe and south-west Asia.,Sour cherries are self-pollinating. When many bees are present this will improve fruiting.,"Sour cherry trees can be 4 to 10 meter high, usually about 6 meter.","Sour cherries prefer a rich, well-drained but moist soil. They don’t like waterlogging.",,,,6 meters,7.5 meters,Sour cherry is usually propagated by budding onto strong rootstocks.,"Sour cherries have not many insect problems, but are often damaged by birds.", ,,Sour cherries have to be hand-picked when they are ripe.,"Unlike sweet cherries, sour cherries are too sour to be eaten fresh (although some people like them). The sour cherriy is often used in cooking, for example in soups and pork dishes, cakes, tarts, and pies. Sour cherries make an excellent jam and can be made into sauces to use on ice cream. Sour cherries are also often used in liqueurs and other drinks.",,, ,,Prunus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,"These proverbs are about any cherries, not really about the sour ones.",
491,['Prunus domestica'],[],"Common plum,European plum,Gage,Plum,Prune","Europese cultuurpruim,Kwets,Pruim,Pruimenboom",Ciruelo,"Prune,Prunier","Kultur-Pflaume,Pflaume","Prugna,Susina,Susino",5,4,1,2,2,3,The plum probably originates from the Caucasus Mountains near the Caspian Sea.,"These fruits are grown in most temperate regions. Highest production is in China, Serbia, USA, Turkey, Spain, Italy, France, and Romania.",,Plum flowers in early spring. The flowers have 5 petals and are white., ,"The fruits are juicy with a sweet but sometimes tart taste (especially the skin). They are round, with a diameter of around 8 cm or smaller. The color varies according to the variety and can be red, yellow, blue or purple. Mature fruits sometime have a dusty-white coating that gives them a glaucous appearance. This natural wax is easily rubbed off.",Plums grow well in temperate climates.,Plums are pollinated by bees. Some types are self-fertile (they can be pollinated with their own pollen) but some varieties require pollen from another variety to be able to produce fruits.,Plum is usually large shrub or a small tree.,,,,,,,Plum trees grown from seed may not grow true to seed. Therefore plum trees are usually propagated through cuttings or grafting.,Black aphids.,"Plums are especially vulnerable to Silver leaf (Chondrostereum purpureum), which is a fungal disease that causes silvering of the leaves.",,"Plums must be harvested when they are ripe by hand picking, or shaking the tree and picking them up. If  plums are not harvested immediately when they are ripe, the fruits may brown rot (a fungal disease).",Plums are usually eaten fresh. Sometimes they are used to make plum wine. Some plums are sold dried.,,, ,,Prunus,Rosaceae,Rosales,"Fruits,Alcoholic drinks,Food crops,Temperate crops",4,"A black plum is as sweet as a white.A cherry year, a merry year; a plum year, a dumb year.If heaven above lets fall a plum, open your mouth.Receive a plum, return a peach.The higher the tree, the sweeter the plumThere's no making apples of plums.You need plant only one cherry and one plum tree.What is more mortifying than to feel that you have missed the plum for want of courage to shake the tree? (Logan Pearsall Smith)Harvard takes perfectly good plums as students, and turns them into prunes. (Frank Lloyd Wright)The end of a novel, like the end of a children's dinner-party, must be made up of sweetmeats and sugar-plums. (Anthony Trollope)Like a prune, you are not getting any better looking, but you are getting sweeter. (N. D. Stice)",
492,['Prunus domestica italica'],[],"Greengage,Reine Claude",Reine Claude Verte,,"Prunier d’Italie,Prunier reine-claude,Reine-claude",Edel-Pflaume,,2,1,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Prunus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,,
493,['Prunus domestica syriaca'],[],"Mirabelle plum,Mirabelle prune","Kroosjespruim,Mirabelle,Mirabelle pruim",Mirabel,"Mirabelle,Mirabellier","Gelbe Zwetschge,Mirabelle",,2,3,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Prunus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,,
494,['Prunus dulcis'],"['Amygdalus communis', 'Amygdalus dulcis', 'Prunus amygdalus']",Almond,"Amandel,Amandelboom",Almendro,Amandier,"Mandel,Mandelbaum",Mandorlo,1,2,1,1,2,1,The almond tree originates from the Middle East and South Asia.,"Important producers of almonds are the USA, Spain, Iran, Morocco, Italy, Syria, Tunisia, Turkey, Algeria and China.",,The white or pale pink flowers have five petals. The have a diameter of 3 to 5 cm.,,"The almond fruit is a drupe of about 4 to 6 cm long. The outer covering of the fruit (the hull) is thick and leathery, with a grey-green color. Inside the hull is a reticulated hard woody shell. Inside the shell is the edible seed.",The almond prefers a Mediterranean climate.,Pollinated by bees.,The almond tree is usually 4 to 10 meters tall.,,,,,,,Almonds can be grown from seeds. Sometimes almonds are grafted on peach seedlings (the peach is related to the almond tree).,?,?,,Almonds are harvested as soon they have matured. Harvesting is often done by shaking the tree which makes the fruit drop to the ground.,"Almonds are sold unshelled or shelled. Sometimes almonds are sold “blanched”; these are shelled almonds of which the seedcoat is removed (using hot water treatment) which leaves only the white embryo of the seed. Shelled and blanched almonds can be eaten as a snack and are often used in baking, for example to decorate cakes. Almonds are sometimes sold smoked and salted and are also used in chocolates.",Almond is a deciduous tree.,,,,Prunus,Rosaceae,Rosales,"Nuts,Subtropical crops,Edible seeds",3,You need to break the shell in order to have the almond. (French proverb)Almond nuts come to those who have no teeth. (Chinese proverb),
495,['Prunus persica'],[],"Nectarine,Peach","Gladde perzik,Nectarijn,Nectarine,Perzik","Briñón,Duraznero,Durazno,Melocotón,Melocotonero,Nectarina,Piesco","Nectarine,Nectarinier,Pêche,Pêcher","Nektarine,Pfirsich,Pfirsichbaum","Nettarina,Pesca,Pesco",2,4,7,4,3,3,China, ,, , ,The fruit has yellow or whitish flesh with a very delicate aroma and one large seed in the center. The skin of the fruit has a velvety surface.  Nectarines have a smooth skin but belong to the same species.,,Pollination is by insects such as the honey bee.,Peach trees are 4 to 10 meter tall.,,,,,,,To maintain a good quality the cultivars are usually budded or grafted. Growing trees from seed gives unpredictable results., ,Leaf curl disease. Fruits are sensitive to brown rot.,, ,Mostly eaten fresh as a snack or dessert. Also sold in cans or as juice.,,, ,,Prunus,Rosaceae,Rosales,"Fruits,Food crops,Subtropical crops,Temperate crops",4,"Everything is not all peaches and cream.Peel a fig for your friend, a peach for your enemy.Prickly pear trees don't produce peaches.Receive a plum, return a peach.",
496,['Psidium acutangulum'],[],Para guava,Coronilla,"Guayaba coronilla,Guayaba del Pará",,,,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Psidium,Myrtaceae,Myrtales,"Fruits,Food crops,Tropical crops",3,,
